cod_articulo,desc_articulo,estado,unidxbulto,cant_base,cant_palet,critico,minimo,unidad_medida,unidadxpack,contenido,desc_contenido,es_envase,tipo_articulo,cod_linea,linea,cod_ramo,ramo,cod_sector,sector,cod_familia,familia,cod_subfamilia,subfamilia,cod_rubro,rubro,codprov,proveedor,cod_art_prov,desc_corta,cod_clase,clase,cod_marca,marca,iva,articulo,codigo,tipo,edi
"0000000010895","YBA CHAMIGO SIN TACC 10X500","ACTIVO",10,14,154,21.00,10.00,"Ki",0,0.500,"500G","NO","NORMAL","059","MOLINOS RIO","639","YERBAS M. RIO DE LA PLATA","001","ALMACEN","008","YERBAS","001","CON PALO","639","YERBAS M. RIO DE LA PLATA","01883","MOLINO RIO DE LA PLATA","0000000050912","YBA CHAMIGO","","","","","21%","0000000010895","7790070509123",2,0
"0000000010939","EDULCORANTE SUCARYL 6X50 SOBRES","ACTIVO",6,42,336,8.00,6.00,"",0,0.000,"50 GR","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020893","EDULCORANTE SUCARYL","","","","","21%","0000000010939","37792129000361",1,0
"0000000010939","EDULCORANTE SUCARYL 6X50 SOBRES","ACTIVO",6,42,336,8.00,6.00,"",0,0.000,"50 GR","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020893","EDULCORANTE SUCARYL","","","","","21%","0000000010939","37792129003584",1,0
"0000000010939","EDULCORANTE SUCARYL 6X50 SOBRES","ACTIVO",6,42,336,8.00,6.00,"",0,0.000,"50 GR","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020893","EDULCORANTE SUCARYL","","","","","21%","0000000010939","7792129000360",2,0
"0000000010939","EDULCORANTE SUCARYL 6X50 SOBRES","ACTIVO",6,42,336,8.00,6.00,"",0,0.000,"50 GR","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020893","EDULCORANTE SUCARYL","","","","","21%","0000000010939","7792129003583",2,0
"0000000012300","CH F ALVEAR DEMISEC 6X750 CC","ACTIVO",6,22,88,2.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","003","DEMISEC","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000302","CH F ALVEAR DEMISEC","","","546","FEDERICO ALVEAR","21%","0000000012300"," 7791670027680",1,0
"0000000012300","CH F ALVEAR DEMISEC 6X750 CC","ACTIVO",6,22,88,2.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","003","DEMISEC","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000302","CH F ALVEAR DEMISEC","","","546","FEDERICO ALVEAR","21%","0000000012300","7790480001415",2,0
"0000000012300","CH F ALVEAR DEMISEC 6X750 CC","ACTIVO",6,22,88,2.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","003","DEMISEC","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000302","CH F ALVEAR DEMISEC","","","546","FEDERICO ALVEAR","21%","0000000012300","7790480001767",1,0
"0000000012300","CH F ALVEAR DEMISEC 6X750 CC","ACTIVO",6,22,88,2.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","003","DEMISEC","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000302","CH F ALVEAR DEMISEC","","","546","FEDERICO ALVEAR","21%","0000000012300","7791670026607",2,0
"0000000012300","CH F ALVEAR DEMISEC 6X750 CC","ACTIVO",6,22,88,2.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","003","DEMISEC","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000302","CH F ALVEAR DEMISEC","","","546","FEDERICO ALVEAR","21%","0000000012300","7791670027635",2,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301"," 7791670027697",1,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301","57791670026619",1,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301","7790480001446",2,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301","7790480001743",1,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301","7791670026614",2,0
"0000000012301","CH F ALVEAR DULCE 6X750 CC","ACTIVO",6,22,88,9.00,6.00,"LT",0,0.750,"750 ML","NO","NORMAL","068","LLORENTE","480","CHAMPAGNE FEDERICO DE ALVEAR","003","BEBIDAS CON ALCOHOL","002","ESPUMANTES","004","DULCES","480","CHAMPAGNE FEDERICO DE ALVEAR","19635","BODEGAS Y VIÑEDOS PASC TOSO SA","0000000000303","CH F ALVEAR DCE 750 CC","","","546","FEDERICO ALVEAR","21%","0000000012301","7791670027642",2,0
"0000000012440","CEPILLO DTE COLGATE TRIPLEAC MED 2X1 X12 U","ACTIVO",12,29,203,5.00,12.00,"",0,0.000,"U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","0000061046407","CEPILLO DTE COLGATE TRIPLEAC M","","","","","21%","0000000012440","17702010631204",1,0
"0000000012440","CEPILLO DTE COLGATE TRIPLEAC MED 2X1 X12 U","ACTIVO",12,29,203,5.00,12.00,"",0,0.000,"U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","0000061046407","CEPILLO DTE COLGATE TRIPLEAC M","","","","","21%","0000000012440","7702010631207",2,0
"0000000012449","CEPILLO DTE COLGATE EXTRA CLEAN MED X48 U","ACTIVO",48,20,80,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","00000FVN00156","CEPILLO DTE COLGATE EXTRA CLEA","","","083","COLGATE","21%","0000000012449","25900273001560",1,0
"0000000012449","CEPILLO DTE COLGATE EXTRA CLEAN MED X48 U","ACTIVO",48,20,80,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","00000FVN00156","CEPILLO DTE COLGATE EXTRA CLEA","","","083","COLGATE","21%","0000000012449","35900273001567",1,0
"0000000012449","CEPILLO DTE COLGATE EXTRA CLEAN MED X48 U","ACTIVO",48,20,80,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","00000FVN00156","CEPILLO DTE COLGATE EXTRA CLEA","","","083","COLGATE","21%","0000000012449","5900273001566",2,0
"0000000012592","CEPILLO DTE COLGATE EXT CLEAN M 2X1 X12U","ACTIVO",12,60,240,5.00,12.00,"UN",0,2.000,"2 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","0000061046923","CEPILLO DTE COLGATE EXT CLEAN","","","083","COLGATE","21%","0000000012592","27702010630426",1,0
"0000000012592","CEPILLO DTE COLGATE EXT CLEAN M 2X1 X12U","ACTIVO",12,60,240,5.00,12.00,"UN",0,2.000,"2 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","0000061046923","CEPILLO DTE COLGATE EXT CLEAN","","","083","COLGATE","21%","0000000012592","37702010630423",1,0
"0000000012592","CEPILLO DTE COLGATE EXT CLEAN M 2X1 X12U","ACTIVO",12,60,240,5.00,12.00,"UN",0,2.000,"2 U","NO","NORMAL","091","COLGATE PALMOLIVE","422","CEPILLOS COLGATE","004","PERFUMERIA","008","HIGIENE BUCAL","003","CEPILLO DE DIENTES","422","CEPILLOS COLGATE","02032","COLGATE PALMOLIVE ARG. S.A.","0000061046923","CEPILLO DTE COLGATE EXT CLEAN","","","083","COLGATE","21%","0000000012592","7702010630422",2,0
"0000000014700","ALFAJOR MINITORTA 21X72GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.072,"72 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013358","ALFAJOR MINITORTA","","","133","AGUILA","21%","0000000014700","17790040298702",1,0
"0000000014700","ALFAJOR MINITORTA 21X72GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.072,"72 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013358","ALFAJOR MINITORTA","","","133","AGUILA","21%","0000000014700","7790040133587",2,0
"0000000014700","ALFAJOR MINITORTA 21X72GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.072,"72 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013358","ALFAJOR MINITORTA","","","133","AGUILA","21%","0000000014700","7790040298705",2,0
"0000000014701","ALFAJOR AGUILA MINITORTA BWNIE 21X67 GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.067,"67 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013359","ALFAJOR AGUILA MINITORTA BWNIE","","","133","AGUILA","21%","0000000014701","17790040298801",1,0
"0000000014701","ALFAJOR AGUILA MINITORTA BWNIE 21X67 GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.067,"67 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013359","ALFAJOR AGUILA MINITORTA BWNIE","","","133","AGUILA","21%","0000000014701","7790040133594",2,0
"0000000014701","ALFAJOR AGUILA MINITORTA BWNIE 21X67 GR","ACTIVO",21,14,308,1.00,21.00,"Ki",0,0.067,"67 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001013359","ALFAJOR AGUILA MINITORTA BWNIE","","","133","AGUILA","21%","0000000014701","7790040298804",2,0
"0000000014706","ALFAJOR TOFI TRIPLE NEGRO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001004848","ALFAJOR TOFI TRIPLE NEGRO","","","381","TOFI","21%","0000000014706","17790040455600",1,0
"0000000014706","ALFAJOR TOFI TRIPLE NEGRO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001004848","ALFAJOR TOFI TRIPLE NEGRO","","","381","TOFI","21%","0000000014706","17790040484808",1,0
"0000000014706","ALFAJOR TOFI TRIPLE NEGRO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001004848","ALFAJOR TOFI TRIPLE NEGRO","","","381","TOFI","21%","0000000014706","7790040455603",2,0
"0000000014706","ALFAJOR TOFI TRIPLE NEGRO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001004848","ALFAJOR TOFI TRIPLE NEGRO","","","381","TOFI","21%","0000000014706","7790040484801",2,0
"0000000014707","ALFAJOR TOFI TRIPLE BLANCO 21X73 GR","ACTIVO",21,14,308,1.00,21.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001009537","ALFAJOR TOFI TRIPLE BLANCO","","","381","TOFI","21%","0000000014707","17790040953700",1,0
"0000000014707","ALFAJOR TOFI TRIPLE BLANCO 21X73 GR","ACTIVO",21,14,308,1.00,21.00,"KG",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001009537","ALFAJOR TOFI TRIPLE BLANCO","","","381","TOFI","21%","0000000014707","7790040953703",2,0
"0000000015024","ALFAJOR BN 3 0 NEGRO 21X73 GR","ACTIVO",21,14,308,5.00,21.00,"Ki",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001003750","ALFAJOR BN 3 0","","","","","21%","0000000015024","17790040375007",1,0
"0000000015024","ALFAJOR BN 3 0 NEGRO 21X73 GR","ACTIVO",21,14,308,5.00,21.00,"Ki",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001003750","ALFAJOR BN 3 0","","","","","21%","0000000015024","7790040375000",2,0
"0000000015027","ALFAJOR BN 3 0 BLANCO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"Ki",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001009919","ALFAJOR BN 3 0 BLAN","","","","","21%","0000000015027","17790040991917",1,0
"0000000015027","ALFAJOR BN 3 0 BLANCO 21X73 GR","ACTIVO",21,14,308,1.00,10.00,"Ki",0,0.073,"73 GR","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001009919","ALFAJOR BN 3 0 BLAN","","","","","21%","0000000015027","7790040991910",2,0
"0000000015031","ALFAJOR BLOCK 21 X 60 GR","ACTIVO",21,14,308,4.00,10.00,"KG",0,0.060,"60G","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001006596","ALFAJOR BLOCK","","","444","BLOCK","21%","0000000015031","17790040659602",1,0
"0000000015031","ALFAJOR BLOCK 21 X 60 GR","ACTIVO",21,14,308,4.00,10.00,"KG",0,0.060,"60G","NO","NORMAL","234","ARCOR GALLETITAS","719","ALFAJORES ARCOR","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","719","ALFAJORES ARCOR","02153","ARCOR S.A.I.C.","0000001006596","ALFAJOR BLOCK","","","444","BLOCK","21%","0000000015031","7790040659605",2,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","37791885001384",1,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","37791885003494",1,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","37791885413385",1,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","57791885001784",1,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","7791885001383",2,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","7791885001789",2,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","7791885003493",2,0
"0000000015965","CHOCLO CUMANA GRANO AMAR 24X300 GR","ACTIVO",24,0,128,13.00,24.00,"KG",0,0.350,"300 GR","NO","NORMAL","216","BAVOSI","828","CONSERVAS VEGETALES BAVOSI S.A","001","ALMACEN","012","CONSERVAS VEGETAL","002","CHOCLO","828","CONSERVAS VEGETALES BAVOSI S.A","03090","BAVOSI S.A.","0000000032003","CHOCLO CUMANA GRANO AMAR","","","192","CUMANA","21%","0000000015965","7791885413384",2,0
"0000000016801","AC ELVIVE OLEO EXTRAORD NUT UNIV 12X750ML","ACTIVO",12,0,0,5.00,12.00,"Li",0,0.750,"750ML","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5665600","AC ELVIVE OLEO EXTRAORD NUT UN","","","","","21%","0000000016801","7509552791273",2,0
"0000000016801","AC ELVIVE OLEO EXTRAORD NUT UNIV 12X750ML","ACTIVO",12,0,0,5.00,12.00,"Li",0,0.750,"750ML","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5665600","AC ELVIVE OLEO EXTRAORD NUT UN","","","","","21%","0000000016801","7898587774963",2,0
"0000000016801","AC ELVIVE OLEO EXTRAORD NUT UNIV 12X750ML","ACTIVO",12,0,0,5.00,12.00,"Li",0,0.750,"750ML","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5665600","AC ELVIVE OLEO EXTRAORD NUT UN","","","","","21%","0000000016801","7898587774970",1,0
"0000000016802","AC ELVIVE NUT PROFCOCO 12X750ML","ACTIVO",12,17,0,1.00,12.00,"Li",0,0.750,"750CC","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5673800","AC ELVIVE NUT PROF COCO","","","","","21%","0000000016802","07898587775076",1,0
"0000000016802","AC ELVIVE NUT PROFCOCO 12X750ML","ACTIVO",12,17,0,1.00,12.00,"Li",0,0.750,"750CC","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5673800","AC ELVIVE NUT PROF COCO","","","","","21%","0000000016802","7509552795301",2,0
"0000000016802","AC ELVIVE NUT PROFCOCO 12X750ML","ACTIVO",12,17,0,1.00,12.00,"Li",0,0.750,"750CC","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5673800","AC ELVIVE NUT PROF COCO","","","","","21%","0000000016802","7898587775069",2,0
"0000000016802","AC ELVIVE NUT PROFCOCO 12X750ML","ACTIVO",12,17,0,1.00,12.00,"Li",0,0.750,"750CC","NO","NORMAL","319","LOREAL","B33","ELVIVE 750","004","PERFUMERIA","002","CUIDADO DEL CABELLO","001","ENJUAGUE/ACONDICIONADOR","B33","ELVIVE 750","15923","L OREAL ARGENTINA S.A.","00000H5673800","AC ELVIVE NUT PROF COCO","","","","","21%","0000000016802","7898587775076",1,0
